row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
114,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.567,0.053,0.125,0.045,0.496,0.228,0.166,0.019,0.006,0.957,0.006,0.001,0.08308308308308308,0.3923923923923924,0.3363363363363363,0.18818818818818817,10.0,11.0,0.319,0.19,0.091,0.055,0.258,0.2,12.0,,20.99,2200.0,1040.0,b
116,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.499,0.061,0.163,0.121,0.472,0.281,0.116,0.481,0.015,0.478,0.033,0.01,0.14328358208955222,0.3701492537313432,0.37114427860696514,0.1154228855721393,15.0,5.0,0.336,0.202,0.098,0.074,0.189,0.249,10.0,,23.64,4410.0,2859.0,b
117,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.558,0.05,0.077,0.032,0.507,0.226,0.148,0.024,0.011,0.949,0.001,0.006,0.06275303643724696,0.305668016194332,0.3390688259109312,0.29251012145748984,11.0,8.0,0.272,0.136,0.093,0.057,0.285,0.224,12.0,0.6699999999999999,10.1,2049.0,1650.0,b
118,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.498,0.065,0.222,0.059,0.516,0.223,0.141,0.057,0.275,0.614,0.004,0.023,0.16582914572864324,0.2934673366834171,0.3055276381909548,0.23517587939698498,14.0,12.0,0.354,0.263,0.112,0.108,0.132,0.246,13.0,10.35,9.9,1840.0,1379.0,b
119,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.408,0.049,0.243,0.043,0.51,0.224,0.196,0.03,0.097,0.849,0.007,0.0,0.20558882235528947,0.37325349301397215,0.2894211576846308,0.13173652694610782,12.0,13.0,0.348,0.327,0.136,0.094,0.131,0.319,13.0,8.1,25.82,13360.0,4480.0,a
123,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.467,0.051,0.248,0.09,0.511,0.223,0.13,0.049,0.402,0.506,0.004,0.021,0.10976837865055389,0.2537764350453173,0.3071500503524673,0.32930513595166166,14.0,9.0,0.28,0.187,0.103,0.096,0.162,0.239,13.0,10.9,12.5,1600.0,1199.0,a
125,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.509,0.085,0.283,0.155,0.46,0.246,0.09,0.036,0.003,0.721,0.136,0.048,0.08316633266533066,0.2655310621242485,0.3657314629258517,0.2855711422845691,12.0,6.0,0.276,0.242,0.062,0.042,0.215,0.239,,,17.68,2470.0,1950.0,b
127,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.521,0.057,0.221,0.091,0.501,0.23,0.163,0.328,0.019,0.553,0.013,0.075,0.16803278688524592,0.1885245901639344,0.31864754098360654,0.32479508196721313,11.0,8.0,0.23,0.089,0.067,0.058,0.237,0.138,8.0,0.9299999999999999,10.82,1349.0,1160.0,b
128,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.559,0.039,0.215,0.106,0.514,0.23,0.231,0.019,0.004,0.879,0.094,0.006,0.0859683794466403,0.37351778656126483,0.34881422924901184,0.191699604743083,12.0,16.0,0.283,0.128,0.091,0.053,0.2,0.33,12.0,,37.87,1459.0,2140.0,b
129,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.527,0.033,0.285,0.102,0.488,0.309,0.102,0.516,0.023,0.428,0.018,0.014,0.30039525691699603,0.23715415019762845,0.28063241106719367,0.18181818181818182,19.0,6.0,0.333,0.171,0.098,0.075,0.141,0.303,12.0,,20.49,2320.0,2040.0,a
133,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.468,0.045,0.242,0.128,0.467,0.247,0.075,0.08,0.053,0.706,0.067,0.029,0.06324110671936758,0.23320158102766797,0.39031620553359686,0.3132411067193676,17.0,5.0,0.291,0.198,0.067,0.067,0.198,0.198,,4.3,9.73,890.0,1429.0,a
134,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.574,0.059,0.126,0.09,0.503,0.212,0.227,0.036,0.004,0.955,0.0,0.009,0.1143141153081511,0.36381709741550694,0.3449304174950298,0.1769383697813121,10.0,12.0,0.323,,0.088,0.061,,0.228,13.0,,28.11,2910.0,8630.0,b
135,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.483,0.066,0.188,0.074,0.519,0.2,0.207,0.014,0.006,0.968,0.009,0.009,0.14796425024826218,0.4051638530287984,0.29195630585898713,0.15491559086395235,11.0,13.0,0.343,0.244,0.099,0.079,0.142,0.278,14.0,,24.18,4540.0,2599.0,b
136,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.517,0.06,0.163,0.08,0.501,0.225,0.173,0.021,0.01,0.954,0.006,0.008,0.10696266397578202,0.43794147325933397,0.30272452068617556,0.15237134207870837,10.0,7.0,0.306,0.187,0.102,0.086,0.199,0.28,14.0,,19.49,2650.0,4189.0,b
137,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.367,0.099,0.238,0.075,0.504,0.226,0.179,0.029,0.011,0.942,0.01,0.006,0.25430597771023306,0.36778115501519754,0.25227963525835867,0.12563323201621074,11.0,13.0,0.319,0.307,0.136,0.085,0.07,0.385,13.0,,25.59,2940.0,1600.0,b
141,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.578,0.032,0.123,0.036,0.497,0.235,0.172,0.018,0.002,0.95,0.006,0.008,0.06225296442687747,0.3557312252964427,0.3517786561264822,0.23023715415019763,10.0,11.0,0.321,0.229,0.095,0.056,0.222,0.283,11.0,,21.62,2069.0,2180.0,b
144,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.568,0.044,0.099,0.027,0.499,0.183,0.158,0.018,0.011,0.943,0.0,0.014,0.08308004052684904,0.3181357649442756,0.24518743667679838,0.353596757852077,9.0,8.0,0.225,0.145,0.081,0.051,0.192,0.175,11.0,,11.81,2289.0,869.0,a
145,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.593,0.037,0.159,0.061,0.508,0.229,0.207,0.015,0.003,0.957,0.0,0.0,0.06118355065195586,0.4503510531594784,0.320962888665998,0.1675025075225677,13.0,13.0,0.338,0.184,0.108,0.071,0.213,0.288,9.0,,21.03,1690.0,1659.0,b
148,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.445,0.029,0.13,0.102,0.499,0.352,0.112,0.029,0.0,0.944,0.001,0.0,0.015075376884422108,0.250251256281407,0.39396984924623113,0.3407035175879397,16.0,4.0,0.226,,0.078,0.058,,0.204,12.0,,,3389.0,1629.0,a
150,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.363,0.057,0.373,0.19,0.423,0.217,0.144,0.205,0.192,0.583,0.014,0.0,0.24169184290030213,0.35750251762336355,0.297079556898288,0.10372608257804633,12.0,10.0,0.316,,0.092,0.084,,0.28,9.0,,32.12,4049.0,6869.0,b
151,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.326,0.099,0.225,0.066,0.497,0.231,0.139,0.002,0.0,0.988,0.003,0.002,0.22609561752988047,0.4133466135458167,0.24601593625498008,0.11454183266932272,14.0,12.0,0.368,0.327,0.143,0.154,,0.346,13.0,,37.06,5309.0,1599.0,b
152,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.362,0.046,0.329,0.138,0.466,0.253,0.176,0.419,0.071,0.502,0.013,0.003,0.21063189568706117,0.358074222668004,0.2698094282848546,0.16148445336008024,13.0,11.0,0.287,,0.102,0.122,,0.3,10.0,,20.9,3879.0,3940.0,a
153,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.466,0.05,0.277,0.13,0.506,0.273,0.145,0.35,0.005,0.627,0.016,0.0,0.181,0.286,0.406,0.127,12.0,8.0,0.253,0.195,0.078,0.086,0.106,0.252,14.0,,24.24,2119.0,2500.0,b
155,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.492,0.06,0.179,0.043,0.512,0.225,0.159,0.02,0.102,0.821,0.002,0.033,0.10521042084168336,0.30561122244488975,0.35871743486973945,0.23046092184368738,11.0,10.0,0.316,0.182,0.105,0.077,0.198,0.226,13.0,2.7,7.78,1269.0,1689.0,a
157,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.47,0.047,0.299,0.177,0.507,0.223,0.251,0.163,0.039,0.781,0.009,0.013,0.20039292730844793,0.3703339882121807,0.27111984282907664,0.1581532416502947,10.0,14.0,0.3,,0.128,,,0.284,9.0,,,,,a
158,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.65,0.039,0.19,0.106,0.504,0.198,0.236,0.022,0.009,0.965,0.001,0.0,0.047,0.412,0.35,0.191,14.0,15.0,0.294,,0.114,,,0.312,12.0,,,,,a
164,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.474,0.049,0.185,0.053,0.499,0.184,0.192,0.013,0.051,0.909,0.008,0.009,0.15640766902119074,0.3521695257315843,0.31584258324924325,0.17558022199798184,9.0,12.0,0.316,0.315,0.11,0.093,0.147,0.271,13.0,,13.74,3830.0,1649.0,a
167,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.595,0.047,0.103,0.08,0.505,0.211,0.232,0.033,0.01,0.949,0.0,0.005,0.10515672396359961,0.36703741152679475,0.35085945399393326,0.17694641051567242,9.0,10.0,0.322,,0.094,0.061,,0.222,13.0,,26.17,2840.0,8570.0,a
170,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.473,0.044,0.193,0.095,0.498,0.153,0.281,0.026,0.183,0.782,0.005,0.0,0.12063808574277167,0.3270189431704885,0.3130608175473579,0.23928215353938181,9.0,12.0,0.262,0.334,0.129,0.096,0.277,0.232,12.0,,20.11,2149.0,2699.0,a
171,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.514,0.038,0.153,0.059,0.502,0.236,0.136,0.074,0.08,0.806,0.008,0.013,0.09181636726546906,0.2864271457085828,0.2954091816367265,0.3263473053892216,11.0,8.0,0.252,0.174,0.102,0.057,0.16,0.197,13.0,3.7,16.36,1860.0,1840.0,a
173,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.376,0.105,0.231,0.053,0.518,0.234,0.201,0.022,0.461,0.503,0.009,0.004,0.22356495468277945,0.45216515609264857,0.2497482376636455,0.07452165156092648,10.0,13.0,0.364,0.237,0.182,0.116,,0.379,13.0,9.66,47.98,6509.0,2619.0,b
175,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.39,0.071,0.258,0.064,0.519,0.18,0.296,0.023,0.012,0.958,0.011,0.006,0.12925851703406813,0.3517034068136272,0.3396793587174349,0.17935871743486972,8.0,16.0,0.278,0.244,0.106,0.077,0.144,0.312,11.0,,26.25,2190.0,1089.0,b
177,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.509,0.067,0.137,0.046,0.514,0.208,0.187,0.013,0.054,0.904,0.0,0.005,0.078,0.396,0.299,0.227,10.0,12.0,0.304,0.187,0.123,0.076,0.143,0.29,14.0,3.2199999999999998,12.16,2089.0,2430.0,b
181,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.488,0.046,0.282,0.184,0.506,0.203,0.237,0.264,0.026,0.687,0.008,0.004,0.1659959758551308,0.33098591549295775,0.33501006036217307,0.16800804828973845,11.0,14.0,0.302,,0.118,0.107,,0.324,9.0,,,3860.0,3910.0,b
183,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.509,0.045,0.142,0.045,0.512,0.218,0.16,0.012,0.043,0.912,0.005,0.005,0.11876247504990019,0.3662674650698603,0.312375249500998,0.20259481037924154,12.0,10.0,0.309,0.174,0.109,0.063,0.169,0.237,10.0,0.8999999999999999,10.0,1950.0,1369.0,a
186,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.511,0.05,0.156,0.038,0.514,0.203,0.155,0.163,0.05,0.611,0.0,0.147,0.08249496981891348,0.2414486921529175,0.2062374245472837,0.46981891348088534,10.0,7.0,0.211,0.146,0.068,0.079,0.166,0.239,11.0,1.28,5.25,829.0,809.0,b
188,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.422,0.113,0.191,0.065,0.487,0.194,0.205,0.016,0.0,0.95,0.019,0.0,0.14459049544994945,0.43276036400404455,0.3063700707785642,0.11627906976744189,8.0,14.0,0.343,0.314,0.115,0.088,0.129,0.251,12.0,,15.280000000000001,2610.0,2230.0,b
191,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.34,0.083,0.31,0.079,0.495,0.252,0.144,0.375,0.009,0.213,0.412,0.007,0.18644067796610167,0.36590229312063804,0.32602193419740777,0.12163509471585243,12.0,10.0,0.327,0.188,0.139,0.103,0.127,0.256,10.0,10.0,25.72,2270.0,1699.0,a
192,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.512,0.039,0.092,0.037,0.508,0.212,0.143,0.064,0.018,0.861,0.0,0.029,0.06102362204724409,0.22933070866141733,0.22440944881889766,0.4852362204724409,7.0,7.0,0.206,0.12,0.058,0.075,0.176,0.191,12.0,,4.68,1249.0,849.0,a
193,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.513,0.042,0.228,0.113,0.502,0.262,0.148,0.146,0.001,0.832,0.0,0.0,0.13513513513513514,0.4574574574574574,0.25725725725725723,0.15015015015015012,15.0,10.0,0.295,0.192,0.137,0.08,0.108,0.301,14.0,,16.21,2740.0,3660.0,a
194,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.366,0.114,0.258,0.166,0.517,0.179,0.244,0.098,0.032,0.684,0.153,0.02,0.11782477341389729,0.30614300100704933,0.45720040281973817,0.1188318227593152,11.0,15.0,0.29,0.265,0.119,0.078,0.207,0.306,12.0,,52.19,2349.0,1139.0,b
195,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.497,0.039,0.201,0.081,0.498,0.264,0.123,0.073,0.006,0.854,0.034,0.019,0.07841140529531568,0.26476578411405294,0.3869653767820774,0.269857433808554,15.0,8.0,0.293,0.163,0.111,0.069,0.132,0.199,10.0,1.2000000000000002,11.21,1120.0,1440.0,a
196,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.567,0.038,0.099,0.063,0.494,0.217,0.232,0.034,0.002,0.961,0.002,0.005,0.09356136820925554,0.3561368209255533,0.34305835010060365,0.20724346076458752,9.0,16.0,0.316,,0.102,0.045,,0.264,11.0,,,2249.0,,a
198,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.423,0.072,0.238,0.061,0.514,0.23,0.181,0.027,0.022,0.923,0.006,0.003,0.2136409227683049,0.4222668004012036,0.24272818455366096,0.12136409227683048,12.0,12.0,0.348,0.365,0.125,0.088,,0.328,14.0,4.93,28.01,2530.0,2989.0,b
200,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.379,0.101,0.295,0.092,0.521,0.236,0.178,0.007,0.451,0.521,0.004,0.0,0.22090729783037474,0.3165680473372781,0.29783037475345164,0.16469428007889547,10.0,14.0,0.361,0.203,0.164,0.131,0.139,0.382,13.0,,40.38,4869.0,3809.0,b
206,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.41,0.06,0.229,0.068,0.509,0.228,0.177,0.026,0.011,0.951,0.011,0.007,0.189431704885344,0.411764705882353,0.2522432701894317,0.1465603190428714,11.0,12.0,0.306,0.266,0.138,0.083,0.066,0.327,13.0,2.9,20.26,1480.0,1220.0,a
208,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.471,0.072,0.162,0.068,0.503,0.219,0.172,0.121,0.001,0.797,0.014,0.029,0.08190091001011121,0.21739130434782605,0.37310414560161775,0.32760364004044484,9.0,8.0,0.204,0.147,0.081,0.046,0.216,0.151,9.0,1.58,11.0,1330.0,1439.0,b
210,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.5,0.059,0.126,0.036,0.505,0.235,0.132,0.031,0.0,0.956,0.0,0.008,0.052525252525252523,0.2545454545454546,0.35353535353535354,0.3393939393939394,9.0,7.0,0.257,0.17,0.088,0.059,0.224,0.185,12.0,0.18999999999999995,9.99,1749.0,2160.0,b
214,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.419,0.077,0.279,0.128,0.52,0.288,0.149,0.032,0.226,0.718,0.004,0.016,0.23015873015873023,0.3452380952380953,0.2817460317460318,0.14285714285714288,10.0,6.0,0.298,,0.118,0.08,,0.268,13.0,,33.25,,,b
216,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.391,0.06,0.301,0.12,0.507,0.244,0.166,0.276,0.082,0.607,0.013,0.016,0.2051536174430129,0.3032705649157582,0.3310208126858276,0.1605550049554014,13.0,10.0,0.281,,0.106,0.07,,0.282,10.0,,20.08,3280.0,1889.0,a
217,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.523,0.044,0.121,0.03,0.499,0.216,0.133,0.082,0.234,0.612,0.0,0.048,0.09619238476953908,0.280561122244489,0.2635270541082164,0.3597194388777555,12.0,8.0,0.259,0.152,0.084,0.095,0.215,0.214,12.0,6.7,8.59,1800.0,1249.0,a
